Year;Period;ScreenedBy_H;Sample_ref_long;Sample_ref;Oocyte_stage_H;Hydration_state_H;Egg_stage_H;POF_H;Spent_H;Massive_atr_H;Early_alpha_H;Discard_H;Comment_H;Fecundity_H;Spawn_marker_H;Atresia_H;Embedding_H;Batch_fec_H;POF_analysis_H;Calendar_day;Fish_weight;Length;Fulton_K;GSI;Latitude_N;Longitude_W;Ovary_weight;Samp_approach;Walsh_Mat
2016;2;IMR;;C021;3;;0;0;0;0;0;0;;yes;no;no;no;no;;55;278;33,10;0,77;3,49;56,68;8,95;9,70;;2
2016;2;IMA;;C022;5;;0;0;0;0;0;0;;no;yes;yes;no;yes;;55;233;31,70;0,73;2,58;56,68;8,95;6,00;;2
2016;2;AZTI;;C023;2;;0;0;0;0;1;0;;no;no;no;no;no;;55;246;33,20;0,67;2,64;56,68;8,95;6,50;;2
2016;2;IEO;;C024;3;;0;0;0;0;1;0;Initial Yv_Yg. On the border with Yv.;yes;no;no;no;no;;55;411;39,10;0,69;2,51;56,68;8,95;10,30;;2
2016;2;IMR;;C025;3;;0;0;0;0;0;0;;yes;no;no;no;no;;55;593;42,70;0,76;4,96;56,68;8,95;29,40;;2
2016;2;IMA;;C026;3;;0;0;0;0;1;0;;yes;no;no;no;no;;55;298;35,30;0,68;3,76;56,68;8,95;11,20;;2
2016;2;AZTI;;C027;2;;0;0;0;0;1;0;;no;no;no;no;no;;55;309;34,80;0,73;3,40;56,68;8,95;10,50;;2
2016;2;IEO;;C028;3;;0;0;0;0;1;0;;yes;no;no;no;no;;55;341;36,10;0,72;4,19;56,68;8,95;14,30;;2
2016;2;IMR;;C029;3;;0;0;0;0;1;0;;yes;no;no;no;no;;55;427;39,80;0,68;2,44;56,68;8,95;10,40;;2
2016;2;IMA;;C030;3;;0;0;0;0;0;0;;yes;no;no;no;no;;55;362;36,90;0,72;3,98;56,68;8,95;14,40;;2
2016;2;AZTI;;C031;2;;0;1;0;0;0;0;;no;yes;yes;no;no;;57;543;40,80;0,80;4,20;54,78;10,25;22,80;;2
2016;2;IEO;;C032;3;;0;0;0;0;0;0;Late Yv_Yg.;yes;no;no;no;no;;57;365;36,20;0,77;4,22;54,78;10,25;15,40;;2
2016;2;IMR;;C033;3;;0;0;0;0;1;0;;yes;no;no;no;no;;57;415;38,50;0,73;4,87;54,78;10,25;20,20;;2
2016;2;IMA;;C034;3;;0;0;0;0;0;0;;yes;no;no;no;no;;57;593;41,70;0,82;2,55;54,78;10,25;15,10;;2
2016;2;AZTI;;C035;2;;0;0;0;0;1;0;;no;no;no;no;no;;57;341;34,80;0,81;3,17;54,78;10,25;10,80;;2
2016;2;IEO;;C036;3;;0;0;0;0;0;0;Early Yv_Yg.;yes;no;no;no;no;;57;356;36,10;0,76;2,95;54,78;10,25;10,50;;2
2016;2;IMR;;C037;3;;0;0;0;0;1;0;;yes;no;no;no;no;;57;530;41,00;0,77;4,25;54,78;10,25;22,50;;2
2016;2;IMA;;C038;3;;0;0;0;0;0;0;;yes;no;no;no;no;;57;268;33,50;0,71;2,65;54,78;10,25;7,10;;2
2016;2;AZTI;;C039;2;;0;0;0;0;0;0;;no;no;no;no;no;;57;292;34,10;0,74;4,32;54,78;10,25;12,60;;2
2016;2;IEO;;C040;3;;0;0;0;0;0;0;Early Yv_Yg.;yes;no;no;no;no;;57;359;36,50;0,74;3,87;54,78;10,25;13,90;;2
2016;2;IMR;;C041;3;;0;0;0;0;1;0;;yes;no;no;no;no;;57;450;39,40;0,74;3,80;54,78;10,25;17,10;;2
2016;2;IMA;;C042;3;;0;0;0;0;0;0;;yes;no;no;no;no;;57;298;34,70;0,71;4,19;54,78;10,25;12,50;;2
2016;2;AZTI;;C043;3;;0;1;0;0;1;0;;no;yes;yes;yes;no;;57;375;36,30;0,78;4,61;54,78;10,25;17,30;;2
2016;2;IEO;;C044;3;;0;0;0;0;0;0;Late Yv_Yg.;yes;no;no;no;no;;57;374;35,70;0,82;4,52;54,78;10,25;16,90;;2
2016;2;IMR;;C045;3;;0;0;0;0;0;0;;yes;no;no;no;no;;57;268;33,20;0,73;3,96;54,78;10,25;10,60;;2
2016;4;IMA;;C046;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;112;295;35,00;0,69;3,66;52,76;11,63;10,80;;3
2016;4;AZTI;;C047;4;;0;0;0;0;0;0;;no;no;no;no;yes;;112;339;37,00;0,67;4,70;52,76;11,63;15,90;;3
2016;4;IEO;;C048;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;112;233;32,00;0,71;5,45;52,76;11,63;12,70;;3
2016;4;IMR;;C049;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;112;301;34,50;0,73;4,51;52,76;11,63;13,60;;4
2016;4;IMA;;C050;3;;0;1;0;1;0;0;;no;yes;no;no;no;;112;327;36,50;0,67;1,04;52,76;11,63;3,40;;3
2016;4;AZTI;;C051;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;112;257;32,50;0,75;1,87;52,76;11,63;4,80;;4
2016;4;IEO;;C052;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;112;276;33,50;0,73;2,64;52,76;11,63;7,30;;3
2016;4;IMR;;C053;4;;1;0;0;0;0;0;;no;yes;yes;no;no;;112;266;32,50;0,78;4,06;52,76;11,63;10,80;;4
2016;4;IMA;;C054;3;;0;1;0;0;0;0;;no;yes;yes;no;no;;112;251;32,00;0,76;1,84;52,76;11,63;4,60;;4
2016;4;AZTI;;C055;4;;1;1;0;0;0;0;;no;yes;yes;no;no;;112;256;33,50;0,68;3,44;52,76;11,63;8,80;;5
2016;4;IEO;;C056;4;;0;0;0;0;0;0;;no;no;no;no;yes;;;;;;;;;;;
2016;4;IMR;;C057;3;;1;0;0;0;1;0;;no;yes;yes;yes;no;;112;290;34,50;0,71;1,52;52,76;11,63;4,40;;4
2016;4;IMA;;C058;5;;0;0;0;0;0;0;;no;yes;yes;no;yes;;;;;;;;;;;
2016;4;AZTI;;C059;4;;2;1;0;0;1;0;;no;yes;yes;yes;no;;;;;;;;;;;
2016;4;IEO;;C060;5;;0;0;0;0;1;0;;no;yes;yes;yes;yes;;;;;;;;;;;
2016;4;IMR;;C061;3;;2;0;0;0;1;0;;no;yes;yes;yes;no;;112;234;31,50;0,75;0,90;52,76;11,63;2,10;;5
2016;4;IMA;;C062;4;;0;0;0;0;0;0;;no;no;no;no;yes;;112;338;34,50;0,82;4,38;52,76;11,63;14,80;;4
2016;4;AZTI;;C063;1;;0;1;1;0;0;0;;no;yes;no;no;no;;112;290;33,00;0,81;0,38;52,76;11,63;1,10;;6
2016;4;IEO;;C064;2;;0;0;0;1;1;0;;no;no;no;no;no;;112;236;32,50;0,69;1,65;52,76;11,63;3,90;;4
2016;4;IMR;;C065;5;;0;1;0;0;1;0;;no;yes;yes;yes;yes;;;;;;;;;;;
2016;4;IMA;;C066;3;;0;0;0;0;0;0;;yes;no;no;no;no;;112;265;32,50;0,77;2,87;52,76;11,63;7,60;;5
2016;4;AZTI;;C067;4;;2;1;0;0;0;0;;no;yes;yes;no;no;;112;318;35,00;0,74;3,93;52,76;11,63;12,50;;4
2016;4;IEO;;C068;5;;1;1;0;0;0;0;;no;yes;yes;no;no;;;;;;;;;;;
2016;4;IMR;;C069;4;;0;0;0;0;0;0;;no;no;no;no;yes;;112;289;32,00;0,88;3,15;52,76;11,63;9,10;;5
2016;4;IMA;;C070;5;;0;1;0;0;0;0;;no;yes;yes;no;yes;;112;236;31,00;0,79;3,73;52,76;11,63;8,80;;5
2016;4;AZTI;;C071;4;;0;1;0;1;1;0;;no;yes;no;no;no;;112;252;32,50;0,74;2,58;52,76;11,63;6,50;;5
2016;4;IEO;;C072;4;;0;0;0;0;0;0;;no;no;no;no;yes;;112;244;32,50;0,71;1,35;52,76;11,63;3,30;;5
2016;4;IMR;;C073;4;;0;0;0;0;1;0;;no;no;no;no;yes;;;;;;;;;;;
2016;4;IMA;;C074;4;;1;1;0;0;0;0;;no;yes;yes;no;no;;112;265;31,00;0,89;6,22;52,76;11,63;16,50;;4
2016;4;AZTI;;C075;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;112;276;33,50;0,73;3,40;52,76;11,63;9,40;;5
2016;4;IEO;;C076;3;;0;0;0;0;1;0;;yes;no;no;no;no;;112;270;33,00;0,75;1,81;52,76;11,63;4,90;;5
2016;4;IMR;;C077;2;;0;0;0;0;1;0;;no;no;no;no;no;;112;366;36,00;0,78;1,15;52,76;11,63;4,20;;3
2016;5;IMA;;C078;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;136;255;33,20;0,70;4,66;54,75;10,37;11,90;;5
2016;5;AZTI;;C079;3;;0;1;0;0;0;0;;no;yes;yes;no;no;;136;471;39,00;0,79;4,37;54,75;10,37;20,60;;5
2016;5;IEO;;C080;3;;0;1;0;0;0;0;;no;yes;yes;no;no;;136;311;35,30;0,71;3,25;54,75;10,37;10,10;;5
2016;5;IMR;;C081;1;;0;1;1;0;0;0;;no;yes;no;no;no;;136;365;37,90;0,67;1,07;54,75;10,37;3,90;;6
2016;5;IMA;;C082;5;;0;1;0;0;0;0;;no;yes;yes;no;yes;;136;327;35,90;0,71;2,02;54,75;10,37;6,60;;5
2016;5;AZTI;;C083;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;136;395;38,50;0,69;5,50;54,75;10,37;21,70;;5
2016;5;IEO;;C084;1;;0;0;1;0;0;0;;no;no;no;no;no;;136;386;38,10;0,70;1,29;54,75;10,37;5,00;;6
2016;5;IMR;;C085;4;;0;0;0;0;0;0;;no;no;no;no;yes;;136;258;32,80;0,73;6,51;54,75;10,37;16,80;;5
2016;5;IMA;;C086;2;;0;0;1;0;0;0;;no;no;no;no;no;;136;323;36,30;0,67;1,30;54,75;10,37;4,20;;5
2016;5;AZTI;;C087;3;;0;1;0;0;0;0;;no;yes;yes;no;no;;136;374;38,40;0,66;3,23;54,75;10,37;12,10;;5
2016;5;IEO;;C088;3;;0;0;0;0;0;0;;yes;no;no;no;no;;136;375;37,20;0,73;1,55;54,75;10,37;5,80;;5
2016;5;IMR;;C089;5;;1;1;0;0;0;0;;no;yes;yes;no;no;;136;296;33,30;0,80;7,60;54,75;10,37;22,50;;5
2016;5;IMA;;C090;2;;0;0;0;0;0;0;;no;no;no;no;no;;136;291;35,20;0,67;0,90;54,75;10,37;2,60;;6
2016;5;AZTI;;C091;2;;0;1;0;0;0;0;;no;yes;yes;no;no;;136;293;34,20;0,73;1,43;54,75;10,37;4,20;;5
2016;5;IEO;;C092;3;;2;1;0;1;0;0;;no;yes;no;no;no;;136;303;35,10;0,70;1,52;54,75;10,37;4,60;;5
2016;5;IMR;;C093;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;136;401;37,10;0,78;6,24;54,75;10,37;25,00;;3
2016;5;IMA;;C094;3;;0;0;0;0;0;0;;yes;no;no;no;no;;136;310;34,80;0,73;3,42;54,75;10,37;10,60;;5
2016;5;AZTI;;C095;2;;0;1;0;0;1;0;;no;yes;yes;yes;no;;136;467;40,30;0,71;1,29;54,75;10,37;6,00;;6
2016;5;IEO;;C096;2;;0;0;0;1;0;0;;no;no;no;no;no;;136;414;39,20;0,69;1,38;54,75;10,37;5,70;;5
2016;5;IMR;;C097;1;;0;0;1;0;0;0;;no;no;no;no;no;;136;415;38,60;0,72;1,30;54,75;10,37;5,40;;6
2016;5;IMA;;C098;3;;0;1;0;0;0;0;;no;yes;yes;no;no;;136;335;36,80;0,67;3,58;54,75;10,37;12,00;;5
2016;5;AZTI;;C099;2;;2;1;0;1;0;0;;no;yes;no;no;no;;136;307;35,10;0,71;1,17;54,75;10,37;3,60;;6
2016;5;IEO;;C100;5;;0;1;0;0;1;0;;no;yes;yes;yes;yes;;136;230;32,20;0,69;3,44;54,75;10,37;7,90;;5
2016;5;IMR;;C101;3;;0;0;1;0;0;0;;no;no;no;no;no;;136;343;36,80;0,69;0,96;54,75;10,37;3,30;;6
2016;5;IMA;;C102;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;136;286;33,40;0,77;3,60;54,75;10,37;10,30;;5
2016;5;AZTI;;C103;1;;2;1;0;0;0;0;;no;yes;yes;no;no;;136;376;37,50;0,71;0,88;54,75;10,37;3,30;;6
2016;5;IEO;;C104;1;;0;0;0;1;0;0;;no;no;no;no;no;;136;274;34,20;0,68;1,28;54,75;10,37;3,50;;5
2016;5;IMR;;C105;2;;0;1;1;0;0;0;;no;yes;no;no;no;;136;277;34,50;0,68;1,23;54,75;10,37;3,40;;6
2016;5;IMA;;C106;1;;0;0;1;0;0;0;;no;no;no;no;no;;136;294;35,00;0,69;1,19;54,75;10,37;3,50;;6
2016;5;AZTI;;C107;5;;0;1;0;0;0;0;;no;yes;yes;no;yes;;136;307;34,30;0,76;8,99;54,75;10,37;27,60;;5
2016;5;IEO;;C108;1;;0;0;0;1;0;0;;no;no;no;no;no;;143;342;36,90;0,68;2,98;53,67;11,37;10,20;;5
2016;5;IMR;;C109;3;;0;1;1;0;0;0;;no;yes;no;no;no;;143;339;35,50;0,76;2,51;54,80;12,22;8,50;;5
2016;5;IMA;;C110;4;;0;0;0;0;1;0;;no;no;no;no;yes;;143;468;40,40;0,71;2,14;54,80;12,22;10,00;;5
2016;5;AZTI;;C111;1;;0;1;0;0;1;0;;no;yes;yes;yes;no;;143;508;41,30;0,72;1,40;54,80;12,22;7,10;;6
2016;5;IEO;;C112;1;;0;0;0;1;0;0;;no;no;no;no;no;;143;393;37,90;0,72;1,15;54,80;12,22;4,50;;5
2016;5;IMR;;C113;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;143;498;40,90;0,73;8,49;54,80;12,22;42,30;;4
2016;5;IMA;;C114;3;;0;0;0;0;1;0;;yes;no;no;no;no;;143;447;40,00;0,70;1,81;54,80;12,22;8,10;;5
2016;5;AZTI;;C115;1;;0;1;0;0;0;0;;no;yes;yes;no;no;;143;433;39,20;0,72;1,18;54,80;12,22;5,10;;6
2016;5;IEO;;C116;1;;0;0;0;1;0;0;;no;no;no;no;no;;143;317;37,30;0,61;1,45;54,80;12,22;4,60;;5
2016;5;IMR;;C117;1;;0;0;1;0;0;0;;no;no;no;no;no;;143;416;38,80;0,71;0,99;54,80;12,22;4,10;;5
2016;5;IMA;;C118;1;;0;0;0;0;0;0;;no;no;no;no;no;;143;443;39,80;0,70;1,15;54,80;12,22;5,10;;5
2016;5;AZTI;;C119;1;;0;1;0;0;1;0;;no;yes;yes;yes;no;;143;373;36,90;0,74;1,05;54,80;12,22;3,90;;6
2016;5;IEO;;C120;2;;2;0;0;1;1;0;;no;yes;no;no;no;;143;426;38,40;0,75;1,60;54,80;12,22;6,80;;5
2016;5;IMR;;C121;3;;0;1;1;0;0;0;;no;yes;no;no;no;;143;478;40,60;0,71;1,44;54,80;12,22;6,90;;6
2016;5;IMA;;C122;3;;0;0;0;1;0;0;;no;no;no;no;no;;143;334;35,60;0,74;2,03;54,80;12,22;6,80;;5
2016;5;AZTI;;C123;2;;0;1;0;0;0;0;;no;yes;yes;no;no;;143;434;38,80;0,74;1,82;54,80;12,22;7,90;;6
2016;5;IEO;;C124;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;143;417;37,70;0,78;5,81;54,80;12,22;24,20;;3
2016;5;IMR;;C125;1;;0;0;1;0;0;0;;no;no;no;no;no;;143;383;37,80;0,71;1,12;54,80;12,22;4,30;;6
2016;5;IMA;;C126;1;;0;0;1;0;0;0;;no;no;no;no;no;;143;404;37,90;0,74;0,82;54,80;12,22;3,30;;6
2016;5;AZTI;;C127;2;;0;1;0;0;1;0;;no;yes;yes;yes;no;;143;357;37,00;0,71;1,62;54,80;12,22;5,80;;6
2016;5;IEO;;C128;2;;0;0;0;1;0;0;;no;no;no;no;no;;143;421;39,10;0,70;1,81;54,80;12,22;7,60;;5
2016;5;IMR;;C129;1;;0;0;1;0;0;0;;no;no;no;no;no;;143;384;37,20;0,75;1,15;54,80;12,22;4,40;;6
2016;5;IMA;;C130;1;;0;0;1;0;0;0;;no;no;no;no;no;;143;431;40,50;0,65;1,65;54,80;12,22;7,10;;6
2016;5;AZTI;;C131;1;;2;1;1;1;0;0;;no;yes;no;no;no;;143;376;38,00;0,69;1,73;54,80;12,22;6,50;;6
2016;5;IEO;;C132;2;;0;0;0;1;0;0;;no;no;no;no;no;;145;302;35,20;0,69;0,89;57,30;18,74;2,70;;6
2016;5;IMR;;C133;4;;0;1;0;0;1;0;;no;yes;yes;yes;yes;;145;418;38,50;0,73;2,63;57,30;18,74;11,00;;5
2016;5;IMA;;C134;5;;0;1;0;0;0;0;;no;yes;yes;no;yes;;145;412;39,00;0,70;7,37;57,30;18,74;30,40;;4
2016;5;AZTI;;C135;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;145;660;42,90;0,84;8,31;57,30;18,74;54,80;;3
2016;5;IEO;;C136;5;;0;1;0;0;0;0;;no;yes;yes;no;yes;;145;410;37,60;0,77;9,17;57,30;18,74;37,60;;4
2016;5;IMR;;C137;2;;0;0;1;0;0;0;;no;no;no;no;no;;145;481;40,30;0,74;1,43;57,30;18,74;6,90;;6
2016;5;IMA;;C138;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;145;319;36,40;0,66;9,30;57,30;18,74;29,70;;3
2016;5;AZTI;;C139;1;;0;1;0;0;0;0;;no;yes;yes;no;no;;145;305;34,40;0,75;1,05;57,30;18,74;3,20;;6
2016;5;IEO;;C140;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;145;411;37,30;0,79;5,50;57,30;18,74;22,60;;5
2016;5;IMR;;C141;2;;0;0;1;0;0;0;;no;no;no;no;no;;145;271;33,20;0,74;1,22;57,30;18,74;3,30;;6
2016;5;IMA;;C142;5;;0;1;0;0;0;0;;no;yes;yes;no;yes;;145;439;39,10;0,73;3,69;57,30;18,74;16,20;;5
2016;5;AZTI;;C143;5;;0;1;0;0;0;0;;no;yes;yes;no;yes;;145;396;36,90;0,79;8,54;57,30;18,74;33,80;;3
2016;5;IEO;;C144;2;;0;0;1;0;0;0;;no;no;no;no;no;;145;607;42,90;0,77;1,53;57,30;18,74;9,30;;6
2016;5;IMR;;C145;1;;0;0;1;0;0;0;;no;no;no;no;no;;145;447;39,20;0,74;1,45;57,30;18,74;6,50;;6
2016;5;IMA;;C146;1;;0;0;0;0;0;0;;no;no;no;no;no;;145;335;36,00;0,72;1,40;57,30;18,74;4,70;;6
2016;5;AZTI;;C147;5;;0;1;0;0;0;0;;no;yes;yes;no;yes;;145;313;35,00;0,73;5,92;57,30;18,74;18,50;;5
2016;5;IEO;;C148;4;;2;1;0;0;0;0;;no;yes;yes;no;no;;145;397;36,20;0,84;10,43;57,30;18,74;41,40;;4
2016;5;IMR;;C149;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;145;404;37,90;0,74;5,99;57,30;18,74;24,20;;5
2016;5;IMA;;C150;5;;0;1;0;0;0;0;;no;yes;yes;no;yes;;145;323;35,10;0,75;5,94;57,30;18,74;19,20;;5
2016;5;AZTI;;C151;5;;0;1;0;0;0;0;;no;yes;yes;no;yes;;145;285;34,10;0,72;3,44;57,30;18,74;9,80;;5
2016;5;IEO;;C152;3;;0;0;0;1;1;0;;no;no;no;no;no;;145;319;35,00;0,74;1,73;57,30;18,74;5,50;;5
2016;5;IMR;;C153;5;;1;1;0;0;0;0;;no;yes;yes;no;no;;145;449;39,10;0,75;7,06;57,30;18,74;31,70;;4
2016;5;IMA;;C154;3;;0;1;0;0;0;0;;no;yes;yes;no;no;;145;391;37,30;0,75;1,18;57,30;18,74;4,60;;6
2016;5;AZTI;;C155;4;;1;1;0;0;0;0;;no;yes;yes;no;no;;145;375;36,30;0,78;9,71;57,30;18,74;36,40;;4
2016;5;IEO;;C156;2;;0;0;1;0;0;0;;no;no;no;no;no;;145;411;38,70;0,71;1,56;57,30;18,74;6,40;;6
2016;5;IMR;;C157;4;;1;1;0;0;0;0;;no;yes;yes;no;no;;145;288;34,00;0,73;3,26;57,30;18,74;9,40;;5
2016;5;IMA;;C158;5;;0;1;0;0;0;0;;no;yes;yes;no;yes;;145;296;34,00;0,75;3,48;57,30;18,74;10,30;;5
2016;5;AZTI;;C159;4;;1;1;0;0;1;0;;no;yes;yes;yes;no;;145;308;35,00;0,72;6,27;57,30;18,74;19,30;;4
2016;5;IEO;;C160;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;145;341;34,90;0,80;6,72;57,30;18,74;22,90;;4
2016;5;IMR;;C161;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;145;445;38,60;0,77;5,59;57,30;18,74;24,90;;4
2016;5;IMA;;C162;5;;0;1;0;0;0;0;;no;yes;yes;no;yes;;145;274;33,40;0,73;4,79;57,30;18,74;13,10;;4
2016;5;AZTI;;C163;5;;1;1;0;0;0;0;;no;yes;yes;no;no;;145;460;39,40;0,75;7,05;57,30;18,74;32,40;;4
2016;5;IEO;;C164;5;;0;1;0;0;0;0;;no;yes;yes;no;yes;;145;417;38,80;0,71;6,80;57,30;18,74;28,40;;4
2016;5;IMR;;C165;5;;0;1;0;0;0;0;;no;yes;yes;no;yes;;145;435;37,30;0,84;6,59;57,30;18,74;28,70;;3
2016;5;IMA;;C166;4;;1;1;0;0;0;0;;no;yes;yes;no;no;;145;421;37,00;0,83;9,14;57,30;18,74;38,50;;4
2016;5;AZTI;;C167;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;145;359;36,30;0,75;6,21;57,30;18,74;22,30;;4
2016;7;IEO;;C168;4;;2;1;0;0;0;0;;no;yes;yes;no;no;;182;256;32,40;0,75;8,39;54,42;10,62;21,50;;4
2016;7;IMR;;C169;5;;0;1;0;0;0;0;;no;yes;yes;no;yes;;182;230;30,20;0,83;5,22;54,42;10,62;12,00;;5
2016;7;IMA;;C170;5;;1;1;0;0;0;0;;no;yes;yes;no;no;;182;426;39,30;0,70;4,06;54,42;10,62;17,30;;4
2016;7;AZTI;;C171;1;;2;1;0;0;1;0;;no;yes;yes;yes;no;;182;264;32,80;0,75;0,42;54,42;10,62;1,10;;6
2016;7;IEO;;C172;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;182;314;33,00;0,87;1,37;54,42;10,62;4,30;;5
2016;7;IMR;;C173;5;;1;1;0;0;0;0;;no;yes;yes;no;no;;182;187;29,30;0,74;1,39;54,42;10,62;2,60;;5
2016;7;IMA;;C174;5;;1;1;0;0;0;0;;no;yes;yes;no;no;;182;324;35,10;0,75;4,69;54,42;10,62;15,20;;4
2016;7;AZTI;;C175;5;;0;1;0;0;0;0;;no;yes;yes;no;yes;;182;220;30,40;0,78;4,59;54,42;10,62;10,10;;5
2016;7;IEO;;C176;3;;0;0;0;0;1;0;;yes;no;no;no;no;;182;251;30,80;0,86;2,23;54,42;10,62;5,60;;5
2016;7;IMR;;C177;5;;1;1;0;0;0;0;;no;yes;yes;no;no;;182;253;32,50;0,74;4,30;54,42;10,62;10,90;;4
2016;7;IMA;;C178;5;;0;1;0;0;0;0;;no;yes;yes;no;yes;;182;250;31,20;0,82;4,85;54,42;10,62;12,10;;5
2016;7;AZTI;;C179;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;182;237;31,10;0,79;1,60;54,42;10,62;3,80;;5
2016;7;IEO;;C180;5;;0;1;0;0;0;0;;no;yes;yes;no;yes;;182;230;30,80;0,79;7,95;54,42;10,62;18,30;;4
2016;7;IMR;;C181;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;186;245;32,30;0,73;5,96;51,35;10,98;14,60;;5
2016;7;IMA;;C182;5;;0;1;0;0;0;0;;no;yes;yes;no;yes;;186;397;37,10;0,78;9,29;51,35;10,98;36,90;;5
2016;7;AZTI;;C183;1;;0;1;0;1;1;0;;no;yes;no;no;no;;193;489;40,20;0,75;1,92;46,23;4,15;9,40;;5
2016;7;IEO;;C184;1;;0;0;1;0;0;0;;no;no;no;no;no;;198;249;31,50;0,80;0,36;53,88;11,15;0,90;;6
2016;7;IMR;;C185;3;;1;0;1;0;0;0;;no;yes;no;no;no;;198;357;37,30;0,69;2,32;53,88;11,15;8,30;;5
2016;7;IMA;;C186;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;198;326;34,60;0,79;3,35;53,88;11,15;10,90;;5
2016;3;IMR;;G001;4;;0;0;0;0;0;0;;no;no;no;no;yes;;95;326;34,50;0,79;0,83;53,25;12,00;2,70;;3
2016;4;IMA;;G002;3;;0;0;0;0;0;0;;yes;no;no;no;no;;102;152;28,20;0,68;4,80;51,29;8,92;7,30;;3
2016;4;IEO;;G004;3;;0;0;0;0;1;0;;yes;no;no;no;no;;102;109;26,20;0,61;3,39;51,29;8,92;3,70;;5
2016;4;IMR;;G005;5;;0;1;0;0;1;0;;no;yes;yes;yes;yes;;102;452;40,40;0,69;3,27;51,29;8,92;14,80;;5
2016;4;IMA;;G006;3;;0;1;0;0;1;0;;no;yes;yes;yes;no;;102;190;29,60;0,73;4,32;51,29;8,92;8,20;;3
2016;4;AZTI;;G007;4;;0;0;0;0;0;0;;no;no;no;no;yes;;102;179;30,20;0,65;4,80;51,29;8,92;8,60;;5
2016;4;IEO;;G008;4;;0;0;0;1;1;0;;no;no;no;no;no;;102;214;32,30;0,64;5,89;51,29;8,92;12,60;;3
2016;4;IMR;;G009;3;;0;1;0;0;1;0;;no;yes;yes;yes;no;;102;269;33,30;0,73;3,09;51,29;8,92;8,30;;5
2016;4;IMA;;G010;4;;0;1;0;0;1;0;;no;yes;yes;yes;yes;;102;175;29,30;0,70;6,40;51,29;8,92;11,20;;3
2016;4;AZTI;;G011;4;;0;1;0;0;0;0;;no;yes;yes;no;yes;;102;181;29,20;0,73;5,97;51,29;8,92;10,80;;3
2016;4;IEO;;G012;2;;0;0;0;1;1;0;;no;no;no;no;no;;102;294;34,10;0,74;2,18;51,29;8,92;6,40;;5
2016;4;IMR;;G013;3;;1;0;0;0;1;0;;no;yes;yes;yes;no;;102;292;35,90;0,63;2,98;51,29;8,92;8,70;;5
2016;4;IMA;;G014;4;;1;1;0;0;0;0;;no;yes;yes;no;no;;102;230;31,60;0,73;4,74;51,29;8,92;10,90;;3
2016;4;AZTI;;G015;4;;0;0;0;0;0;0;;no;no;no;no;yes;;102;346;36,20;0,73;6,13;51,29;8,92;21,20;;5
2016;4;IEO;;G016;3;;0;0;0;0;0;0;;yes;no;no;no;no;;102;156;28,10;0,70;5,06;51,29;8,92;7,90;;3
2016;4;IMR;;G017;3;;0;0;1;1;1;1;;no;no;no;no;no;;102;191;30,60;0,67;4,14;51,29;8,92;7,90;;5
2016;4;IMA;;G018;5;;0;1;0;0;1;0;;no;yes;yes;yes;yes;;102;184;30,20;0,67;5,98;51,29;8,92;11,00;;3
2016;4;AZTI;;G019;1;;0;1;0;1;1;0;;no;yes;no;no;no;;102;276;35,10;0,64;1,88;51,29;8,92;5,20;;5
2016;4;IEO;;G020;1;;0;0;0;1;1;0;;no;no;no;no;no;;102;200;30,20;0,73;1,55;51,29;8,92;3,10;;6
2016;4;IMR;;G021;5;;0;1;0;0;1;0;;no;yes;yes;yes;yes;;102;170;29,40;0,67;6,12;51,29;8,92;10,40;;3
2016;4;IMA;;G022;4;;0;1;0;0;1;0;;no;yes;yes;yes;yes;;102;239;32,30;0,71;6,19;51,29;8,92;14,80;;5
2016;4;AZTI;;G023;2;;0;1;0;0;1;0;;no;yes;yes;yes;no;;102;195;30,10;0,72;4,77;51,29;8,92;9,30;;3
2016;4;IEO;;G024;2;;0;0;0;1;1;0;;no;no;no;no;no;;102;198;29,20;0,80;5,15;51,29;8,92;10,20;;3
2016;4;IMR;;G025;3;;0;0;0;0;0;0;;yes;no;no;no;no;;102;224;31,20;0,74;5,49;51,29;8,92;12,30;;3
